epoch,lr,step,train_loss
0,7.728706987109035e-05,49,9.91418170928955
0,0.0001561514218337834,99,9.388026237487793
0,0.00023501577379647642,149,8.998469352722168
0,0.00031388012575916946,199,9.114648818969727
0,0.0003927444922737777,249,8.845184326171875
0,0.00047160882968455553,299,8.619970321655273
0,0.0005504731670953333,349,8.57671070098877
0,0.0006293375627137721,399,8.257148742675781
0,0.0007082019001245499,449,8.166885375976562
0,0.0007870662375353277,499,7.781550407409668
0,0.0008659305749461055,549,7.963401794433594
0,0.0009447949705645442,599,7.782283306121826
0,0.000997373485006392,649,7.25387716293335
0,0.0009886184707283974,699,7.274345874786377
0,0.0009798634564504027,749,7.332651615142822
0,0.0009711083839647472,799,7.048308849334717
0,0.0009623533696867526,849,6.791539192199707
0,0.000953598297201097,899,6.650251865386963
0,0.0009448432829231024,949,6.673738479614258
0,0.0009360882686451077,999,6.638354301452637
0,0.0009273331961594522,1049,6.283546447753906
0,0.0009185781818814576,1099,6.473511219024658
0,0.0009098231676034629,1149,6.3848161697387695
0,0.0009010680951178074,1199,6.395212650299072
0,0.0008923130808398128,1249,5.949176788330078
0,0.0008835580665618181,1299,5.905652046203613
0,0.0008748029940761626,1349,5.902906894683838
0,0.0008660479797981679,1399,5.612264633178711
0,0.0008572929655201733,1449,5.437777996063232
0,0.0008485378930345178,1499,5.593850135803223
0,0.0008397828787565231,1549,5.374475479125977
0,0.0008310278644785285,1599,5.214909076690674
0,0.000822272791992873,1649,5.405895709991455
0,0.0008135177777148783,1699,5.038893222808838
0,0.0008047627634368837,1749,4.997091770172119
0,0.0007960076909512281,1799,4.8685760498046875
0,0.0007872526766732335,1849,4.896240234375
0,0.0007784976623952389,1899,4.467029571533203
0,0.0007697425899095833,1949,4.990162372589111
0,0.0007609875756315887,1999,4.474694728851318
0,0.0007522325613535941,2049,4.196396350860596
0,0.0007434774888679385,2099,4.585894584655762
0,0.0007347224745899439,2149,4.343652725219727
0,0.0007259674603119493,2199,4.3636603355407715
0,0.0007172123878262937,2249,4.746729850769043
0,0.0007084573735482991,2299,4.002389907836914
0,0.0006997023010626435,2349,4.196253776550293
0,0.0006909472867846489,2399,4.418673515319824
0,0.0006821922725066543,2449,4.447694778442383
0,0.0006734372000209987,2499,4.618067741394043
0,0.0006646821857430041,2549,4.288479328155518
0,0.0006559271714650095,2599,4.135286808013916
0,0.0006471720989793539,2649,3.9912633895874023
0,0.0006384170847013593,2699,4.222910404205322
0,0.0006296620704233646,2749,4.182486534118652
0,0.0006209069979377091,2799,4.042313098907471
0,0.0006121519836597145,2849,3.9673664569854736
0,0.0006033969693817198,2899,4.2095818519592285
0,0.0005946418968960643,2949,4.014423847198486
0,0.0005858868826180696,2999,4.085165977478027
0,0.000577131868340075,3049,3.8664281368255615
0,0.0005683767958544195,3099,3.915801525115967
0,0.0005596217815764248,3149,4.1593170166015625
0,0.0005508667672984302,3199,4.08159065246582
0,0.0005421116948127747,3249,4.198363780975342
0,0.00053335668053478,3299,3.6597280502319336
0,0.0005246016662567854,3349,3.7528369426727295
0,0.0005158465937711298,3399,3.6963422298431396
0,0.0005070915794931352,3449,4.07588529586792
0,0.0004983365652151406,3499,3.9093565940856934
0,0.000489581492729485,3549,3.643383502960205
0,0.0004808264784514904,3599,3.804151773452759
0,0.0004720714350696653,3649,3.634582042694092
0,0.0004633164207916707,3699,3.6114466190338135
0,0.0004545613774098456,3749,3.821928024291992
0,0.0004458063340280205,3799,3.7340075969696045
0,0.0004370512906461954,3849,3.635183811187744
0,0.0004282962763682008,3899,3.9389634132385254
0,0.0004195412329863757,3949,3.4991118907928467
0,0.0004107861896045506,3999,3.971546173095703
0,0.00040203117532655597,4049,3.5433175563812256
0,0.0003932761319447309,4099,3.7197659015655518
0,0.0003845210885629058,4149,3.800035238265991
0,0.00037576607428491116,4199,3.7853477001190186
0,0.00036701103090308607,4249,3.5787956714630127
0,0.000358255987521261,4299,3.7737298011779785
0,0.00034950097324326634,4349,3.576630115509033
0,0.00034074592986144125,4399,3.4772791862487793
0,0.00033199088647961617,4449,3.4581828117370605
0,0.00032323587220162153,4499,3.5433149337768555
0,0.00031448082881979644,4549,3.767874002456665
0,0.00030572578543797135,4599,4.138999938964844
0,0.0002969707711599767,4649,3.492318630218506
0,0.00028821572777815163,4699,3.639233350753784
0,0.00027946068439632654,4749,3.4973931312561035
0,0.0002707056701183319,4799,3.4658122062683105
0,0.0002619506267365068,4849,3.363369941711426
0,0.00025319558335468173,4899,3.68445086479187
0,0.00024444053997285664,4949,3.5898475646972656
0,0.000235685525694862,4999,3.475700855255127
0,0.00022693048231303692,5049,3.5319454669952393
0,0.00021817545348312706,5099,3.611553907394409
0,0.00020942041010130197,5149,3.873509407043457
0,0.0002006653812713921,5199,3.495574951171875
0,0.00019191035244148225,5249,3.468744993209839
0,0.00018315530905965716,5299,3.446467161178589
0,0.0001744002802297473,5349,3.3943302631378174
0,0.00016564525139983743,5399,3.417708158493042
0,0.00015689020801801234,5449,3.412158489227295
0,0.00014813517918810248,5499,3.7618377208709717
0,0.00013938015035819262,5549,3.390509605407715
0,0.00013062510697636753,5599,3.864614963531494
0,0.00012187007814645767,5649,3.536200523376465
0,0.0001131150420405902,5699,3.749845504760742
0,0.00010436000593472272,5749,3.513064384460449
0,9.560496982885525e-05,5799,3.7211740016937256
0,8.684994099894539e-05,5849,3.503230571746826
0,7.809490489307791e-05,5899,3.695385456085205
0,6.933986878721043e-05,5949,3.4358763694763184
0,6.0584836319321766e-05,5999,3.4763307571411133
0,5.18298038514331e-05,6049,3.327029228210449
0,4.307476774556562e-05,6099,3.658252477645874
0,3.4319735277676955e-05,6149,3.3416759967803955
0,2.556469917180948e-05,6199,3.6160709857940674
0,1.6809664884931408e-05,6249,3.413163423538208
0,8.054631507548038e-06,6299,3.7939205169677734
